ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
1699,Swell,A,279.4,395.13,3.72,102,68.29,15.41,3.23,35.74,2
1700,Normal,C,236.67,334.7,1.31,122,17.79,7.56,2.5,29.28,0
1701,Sag,B,146.9,207.74,3.15,154,21.74,40.89,3.84,30.55,1
1702,Transient,A,228.9,429.0,4.09,73,92.8,49.63,2.15,33.95,3
1703,Transient,A,226.93,417.17,6.28,274,67.93,15.97,1.09,36.17,3
1704,Harmonics,C,237.28,335.56,8.84,230,36.57,38.27,4.19,24.06,4
1705,Transient,B,233.26,387.74,3.96,269,26.56,47.95,3.95,34.69,3
1706,Harmonics,A,225.72,319.22,15.89,273,53.4,7.23,3.0,25.05,4
1707,Normal,A,226.54,320.38,1.35,224,36.0,14.35,2.59,22.22,0
1708,Transient,A,227.74,422.53,7.4,178,20.29,18.1,1.52,36.86,3
1709,Swell,B,264.13,373.53,2.4,284,63.47,41.05,2.06,24.2,2
1710,Sag,C,161.3,228.11,4.16,66,34.3,20.87,4.49,26.18,1
1711,Swell,B,251.1,355.11,1.26,188,57.83,17.31,4.71,29.8,2
1712,Swell,C,250.2,353.84,3.09,65,43.04,44.67,1.45,29.74,2
1713,Harmonics,B,228.17,322.68,9.79,220,85.1,38.86,2.84,28.58,4
1714,Normal,A,228.09,322.56,1.33,56,61.96,32.11,3.56,25.44,0
1715,Normal,B,226.36,320.12,2.38,247,32.67,22.79,4.93,24.9,0
1716,Harmonics,B,233.74,330.55,5.21,185,88.62,28.27,1.58,32.45,4
1717,Swell,A,268.42,379.6,4.14,63,68.57,28.71,2.5,39.8,2
1718,Normal,C,233.39,330.07,1.79,143,98.72,25.89,3.39,23.21,0
1719,Normal,A,234.67,331.88,3.08,299,57.74,8.74,2.14,30.41,0
1720,Sag,A,158.66,224.38,4.47,286,36.88,10.37,2.64,20.57,1
1721,Sag,C,130.81,185.0,1.41,180,59.47,8.51,4.77,21.99,1
1722,Transient,A,236.68,384.49,3.96,116,14.59,26.57,3.89,27.86,3
1723,Transient,C,229.2,415.14,6.03,194,64.03,30.69,1.16,35.01,3
1724,Sag,B,130.86,185.06,1.57,231,92.6,35.0,2.89,35.58,1
1725,Harmonics,C,228.69,323.41,13.57,225,17.76,23.75,3.47,33.31,4
1726,Swell,C,257.79,364.57,4.36,135,11.45,9.82,2.17,31.04,2
1727,Transient,A,228.8,394.54,7.02,137,32.55,21.7,1.39,24.53,3
1728,Normal,C,237.69,336.14,1.89,159,94.84,28.05,1.45,32.56,0
1729,Normal,A,228.29,322.85,2.76,163,33.05,44.56,3.19,25.7,0
1730,Sag,C,142.69,201.79,2.59,11,89.23,10.93,1.49,29.88,1
1731,Sag,C,153.73,217.41,2.56,235,12.46,36.33,4.84,23.49,1
1732,Swell,A,274.36,388.01,5.08,120,69.78,45.47,3.91,34.22,2
1733,Normal,A,232.82,329.26,2.18,245,34.6,18.4,3.24,25.16,0
1734,Harmonics,A,236.88,335.0,10.61,177,71.99,45.13,3.53,26.95,4
1735,Harmonics,A,229.08,323.97,9.41,242,63.03,37.49,4.09,23.0,4
1736,Sag,B,135.15,191.13,2.69,112,32.71,23.03,1.56,22.31,1
1737,Normal,C,244.67,346.02,1.79,188,98.68,31.47,2.03,31.27,0
1738,Transient,B,229.81,392.92,6.26,207,13.16,34.31,3.14,29.19,3
1739,Sag,A,150.03,212.18,2.48,132,35.7,20.69,2.97,28.33,1
1740,Normal,A,235.87,333.57,2.0,142,34.92,22.9,3.72,37.82,0
1741,Normal,B,237.0,335.17,1.28,262,21.76,47.03,1.58,24.09,0
1742,Normal,A,229.75,324.92,2.29,173,19.43,42.63,2.63,25.26,0
1743,Harmonics,A,237.38,335.71,14.41,54,36.16,23.62,3.2,25.92,4
1744,Harmonics,C,230.04,325.33,9.98,162,43.13,6.76,2.31,37.77,4
1745,Swell,B,266.0,376.17,2.9,114,44.21,30.47,3.82,34.84,2
1746,Swell,B,276.24,390.66,1.92,63,33.35,29.58,1.95,33.58,2
1747,Transient,C,228.78,395.58,3.66,219,17.58,14.53,1.32,39.61,3
1748,Normal,B,226.71,320.61,2.71,103,29.93,24.94,4.07,25.29,0
1749,Sag,B,152.71,215.96,4.47,25,10.47,47.01,3.05,34.01,1
1750,Harmonics,B,226.02,319.64,6.96,15,65.35,43.22,2.41,24.8,4
1751,Harmonics,C,224.08,316.9,11.16,95,98.2,19.39,3.98,30.64,4
1752,Swell,B,291.85,412.74,3.52,233,66.8,30.58,4.56,35.02,2
1753,Transient,C,226.01,390.33,4.96,200,52.54,7.75,3.09,27.6,3
1754,Normal,C,238.02,336.61,2.5,198,51.16,23.55,1.94,36.65,0
1755,Harmonics,B,228.91,323.73,7.33,226,68.76,34.69,3.61,23.27,4
1756,Harmonics,A,229.41,324.43,7.85,299,44.37,41.44,3.34,27.81,4
1757,Sag,B,152.04,215.01,1.85,78,42.4,33.77,4.69,23.03,1
1758,Transient,A,227.04,422.21,6.65,209,20.93,17.67,1.21,33.77,3
1759,Swell,B,265.23,375.1,3.44,216,61.47,48.41,4.5,37.52,2
1760,Swell,A,271.03,383.3,5.55,30,16.28,30.05,1.99,24.87,2
1761,Normal,B,233.8,330.64,1.97,62,65.12,47.8,4.27,37.38,0
1762,Swell,A,258.4,365.43,4.71,292,45.16,26.24,4.41,32.91,2
1763,Normal,B,224.83,317.95,2.24,297,80.04,37.6,3.8,31.21,0
1764,Swell,C,260.15,367.91,3.32,249,96.67,41.46,1.06,38.12,2
1765,Transient,A,232.53,465.68,6.17,63,74.61,14.32,1.64,33.04,3
1766,Normal,B,229.43,324.47,1.28,168,67.68,47.51,1.45,29.04,0
1767,Normal,C,226.38,320.15,1.0,163,80.68,36.37,2.42,37.75,0
1768,Normal,A,228.19,322.7,1.8,91,73.51,11.84,2.57,21.13,0
1769,Harmonics,B,226.15,319.83,8.11,77,64.15,32.39,2.55,28.42,4
1770,Normal,B,223.69,316.34,2.32,227,68.46,7.27,3.61,37.03,0
1771,Sag,C,153.12,216.54,4.23,121,50.56,30.37,1.63,37.12,1
1772,Transient,B,231.74,414.35,4.11,73,41.3,6.54,2.1,39.8,3
1773,Transient,A,228.17,403.81,5.42,74,41.38,31.27,4.48,25.37,3
1774,Transient,A,229.23,406.38,3.37,133,19.14,27.4,2.71,26.52,3
1775,Transient,A,236.34,400.28,3.4,14,87.4,21.18,2.3,30.34,3
1776,Harmonics,C,228.32,322.9,10.93,13,74.75,17.61,3.86,31.1,4
1777,Sag,C,158.69,224.42,3.32,83,87.15,7.7,3.66,35.69,1
1778,Transient,C,231.35,394.96,6.33,223,46.21,37.96,2.45,33.86,3
1779,Normal,A,221.74,313.58,1.41,220,38.31,33.5,3.75,33.17,0
1780,Sag,B,138.48,195.84,4.76,131,44.34,38.06,4.71,32.58,1
1781,Sag,C,157.75,223.09,3.05,231,36.25,40.62,4.23,29.28,1
1782,Sag,B,141.54,200.17,4.17,84,11.56,19.42,1.78,36.26,1
1783,Transient,B,232.57,405.84,4.71,42,91.75,27.62,3.62,28.31,3
1784,Sag,C,146.41,207.05,2.74,224,49.66,40.85,4.45,36.92,1
1785,Swell,A,262.73,371.56,2.89,35,75.61,15.91,3.38,37.68,2
1786,Normal,B,226.94,320.95,1.56,230,31.11,13.89,1.03,34.14,0
1787,Normal,A,232.47,328.77,1.43,117,19.18,32.05,2.21,37.79,0
1788,Harmonics,C,224.61,317.64,8.73,216,77.65,38.61,2.38,30.45,4
1789,Sag,B,142.87,202.05,3.55,74,17.2,39.0,1.04,39.18,1
1790,Transient,B,229.13,415.58,4.28,122,13.0,21.14,4.0,38.93,3
1791,Harmonics,B,228.63,323.34,6.25,44,15.1,31.46,4.03,28.27,4
1792,Harmonics,A,233.93,330.82,9.81,75,95.4,8.3,3.4,30.53,4
1793,Swell,C,257.87,364.69,5.23,77,41.84,33.74,3.36,22.74,2
1794,Harmonics,B,230.86,326.48,6.26,193,51.33,48.83,1.18,39.02,4
1795,Transient,C,229.54,414.95,4.4,241,42.81,16.97,3.36,23.03,3
1796,Harmonics,A,234.05,331.0,5.35,106,55.52,34.27,4.83,35.3,4
1797,Normal,B,216.88,306.72,1.99,40,90.31,16.09,1.26,30.74,0
1798,Normal,C,222.02,313.98,2.37,123,82.53,16.7,2.2,33.22,0
1799,Sag,C,153.44,216.99,3.18,174,45.54,16.47,1.63,33.85,1
1800,Transient,C,235.58,394.12,3.78,60,13.89,42.7,1.68,33.95,3
1801,Swell,C,278.13,393.33,3.72,55,40.82,30.53,2.14,27.56,2
1802,Sag,C,160.07,226.37,3.93,227,41.86,37.6,2.2,20.02,1
1803,Sag,C,151.86,214.76,3.28,21,29.11,8.36,3.47,39.04,1
1804,Normal,C,230.45,325.9,1.93,81,36.65,44.89,2.21,34.28,0
1805,Transient,C,225.57,385.62,4.9,157,93.2,30.76,1.28,31.06,3
1806,Transient,C,229.1,446.88,5.2,207,93.21,37.39,1.45,23.55,3
1807,Harmonics,C,235.31,332.78,6.51,53,59.79,47.37,4.68,37.68,4
1808,Transient,B,225.38,370.97,6.55,275,46.84,34.77,3.53,27.65,3
1809,Swell,A,254.56,360.0,1.94,176,31.8,19.73,4.94,27.36,2
1810,Harmonics,B,230.47,325.93,13.58,249,20.27,10.85,3.78,38.35,4
1811,Swell,C,268.36,379.51,2.78,263,56.01,13.69,4.47,22.09,2
1812,Sag,B,159.28,225.26,3.02,251,57.15,32.36,4.99,25.98,1
1813,Normal,C,231.41,327.26,2.23,235,37.21,37.6,1.66,30.48,0
1814,Sag,B,155.14,219.4,1.65,215,24.66,17.19,1.17,27.29,1
1815,Swell,C,273.07,386.18,5.64,193,26.22,33.21,3.57,35.48,2
1816,Swell,A,256.19,362.31,3.09,26,29.01,13.45,2.88,37.77,2
1817,Normal,C,238.11,336.74,1.11,79,41.81,14.62,3.29,33.95,0
1818,Swell,A,271.05,383.33,4.09,252,53.5,30.83,2.97,34.67,2
1819,Transient,B,227.84,364.05,4.04,236,95.84,23.72,4.16,22.85,3
1820,Transient,A,223.74,421.06,4.26,101,86.08,27.2,2.99,39.53,3
1821,Transient,A,227.11,389.87,5.71,86,55.12,32.24,3.47,23.41,3
1822,Normal,B,228.52,323.17,1.38,139,91.08,37.33,2.39,31.75,0
1823,Normal,C,233.28,329.9,2.49,281,48.09,32.82,2.37,20.58,0
1824,Normal,C,233.46,330.16,2.16,283,17.6,22.77,3.07,36.78,0
1825,Swell,B,270.34,382.32,2.92,251,38.49,40.19,1.7,35.65,2
1826,Normal,A,245.2,346.77,1.49,109,23.39,30.96,3.96,21.53,0
1827,Transient,B,224.89,401.43,8.99,24,39.55,27.2,4.66,39.11,3
1828,Sag,C,133.09,188.22,2.68,84,38.28,21.84,3.48,35.25,1
1829,Harmonics,A,242.26,342.61,13.12,181,32.98,33.73,4.44,38.34,4
1830,Harmonics,C,226.7,320.61,11.84,27,48.63,49.78,1.79,21.86,4
1831,Normal,A,236.12,333.92,2.04,146,88.92,41.29,1.99,27.46,0
1832,Swell,C,289.79,409.83,3.21,241,48.45,45.47,3.08,30.12,2
1833,Harmonics,B,237.0,335.17,10.39,86,31.66,39.19,3.26,37.12,4
1834,Transient,A,227.42,405.31,5.71,116,42.74,36.66,1.71,27.27,3
1835,Harmonics,C,229.55,324.64,12.79,109,13.83,48.62,3.82,26.72,4
1836,Harmonics,C,231.39,327.24,7.06,37,37.92,27.8,3.34,21.33,4
1837,Transient,A,224.96,406.26,5.36,165,40.8,12.83,3.21,38.9,3
1838,Transient,A,233.05,405.61,6.81,26,57.76,27.83,3.84,28.2,3
1839,Harmonics,B,220.95,312.47,11.99,37,12.82,9.8,3.2,31.83,4
1840,Transient,B,235.17,404.13,5.45,141,29.26,31.81,1.37,24.05,3
1841,Normal,C,231.45,327.32,2.16,23,17.3,39.6,1.57,37.7,0
1842,Normal,A,234.09,331.06,1.87,67,72.89,47.96,3.82,39.88,0
1843,Normal,C,231.78,327.79,1.67,112,44.8,44.61,4.92,27.86,0
1844,Normal,C,239.12,338.17,2.04,28,16.31,17.09,3.27,36.14,0
1845,Sag,A,173.33,245.13,3.4,67,45.01,35.08,4.75,39.75,1
1846,Swell,C,275.65,389.83,5.01,121,48.46,48.77,3.24,25.08,2
1847,Transient,A,235.55,388.12,5.54,221,65.72,31.3,3.43,32.39,3
1848,Harmonics,C,235.12,332.51,8.74,182,42.02,35.7,4.87,27.26,4
1849,Harmonics,C,233.56,330.31,10.4,105,13.66,26.97,2.8,26.63,4
1850,Swell,B,273.62,386.96,4.01,96,76.09,37.72,2.7,38.5,2
1851,Swell,C,280.21,396.28,3.02,210,24.74,6.81,1.67,29.07,2
1852,Sag,C,139.97,197.95,3.57,174,75.63,6.61,2.46,29.58,1
1853,Normal,C,228.18,322.69,2.3,242,96.66,33.21,4.14,37.55,0
1854,Sag,C,163.43,231.12,1.76,215,17.13,27.38,3.79,31.68,1
1855,Swell,B,268.94,380.34,4.51,41,63.08,48.67,1.24,22.16,2
1856,Sag,C,154.97,219.16,1.75,279,18.95,34.53,4.16,27.1,1
1857,Sag,A,157.29,222.45,3.55,165,39.79,12.81,1.84,32.38,1
1858,Harmonics,B,223.72,316.39,9.85,286,17.95,43.05,3.6,39.15,4
1859,Transient,C,226.14,406.15,2.86,59,63.19,20.64,1.02,20.7,3
1860,Transient,A,219.81,378.87,5.25,12,18.7,49.01,3.05,32.59,3
1861,Transient,C,231.65,411.31,5.57,282,78.14,13.56,2.33,22.18,3
1862,Sag,A,153.47,217.04,3.41,56,39.24,28.23,2.78,26.78,1
1863,Swell,B,272.6,385.51,1.92,230,62.9,27.94,3.09,24.31,2
1864,Harmonics,A,233.28,329.91,7.05,10,92.28,28.68,1.55,31.46,4
1865,Transient,A,230.07,389.9,4.91,243,74.78,8.48,1.9,33.47,3
1866,Normal,A,225.74,319.24,2.01,198,31.38,16.44,1.0,21.33,0
1867,Normal,A,229.07,323.95,2.19,125,41.75,41.96,3.16,26.09,0
1868,Normal,A,231.83,327.85,3.06,37,83.95,7.0,4.82,28.48,0
1869,Swell,C,263.75,373.0,4.27,49,77.24,15.41,2.34,20.72,2
1870,Normal,C,227.89,322.28,1.51,69,51.03,6.75,1.14,21.81,0
1871,Sag,C,141.44,200.03,3.72,219,91.19,34.29,2.59,21.67,1
1872,Sag,A,163.51,231.24,1.26,166,25.28,41.02,2.94,31.48,1
1873,Transient,C,231.69,376.75,3.17,89,79.31,15.03,3.46,24.87,3
1874,Harmonics,A,230.42,325.86,11.79,198,14.52,42.35,4.63,22.25,4
1875,Transient,A,235.0,407.8,6.8,222,43.41,11.63,3.02,29.11,3
1876,Swell,A,278.74,394.2,4.8,292,65.36,36.36,2.18,30.97,2
1877,Transient,C,232.53,379.38,5.57,172,84.92,17.19,2.71,24.77,3
1878,Harmonics,C,235.24,332.68,11.68,156,78.55,42.46,4.9,32.84,4
1879,Transient,C,229.08,408.24,4.05,158,14.74,18.18,2.18,22.35,3
1880,Sag,B,141.75,200.46,2.78,246,44.33,9.42,3.1,30.29,1
1881,Harmonics,A,231.47,327.35,9.59,150,43.97,11.15,1.07,35.03,4
1882,Swell,C,280.31,396.42,1.95,165,31.65,13.76,4.36,23.41,2
1883,Harmonics,C,228.33,322.91,10.61,88,91.28,22.9,4.24,37.07,4
1884,Normal,C,224.6,317.64,2.38,22,29.42,23.19,4.1,39.07,0
1885,Normal,B,233.7,330.51,1.67,39,46.02,38.31,2.02,33.97,0
1886,Transient,B,227.65,407.24,3.17,201,40.13,30.45,4.13,20.46,3
1887,Sag,A,155.99,220.6,3.74,77,77.65,22.4,4.59,23.54,1
1888,Normal,C,231.86,327.9,1.35,139,32.3,23.39,3.06,34.92,0
1889,Harmonics,B,234.89,332.19,12.53,85,34.0,16.69,2.95,29.22,4
1890,Transient,B,233.84,381.18,1.86,155,51.99,14.0,3.23,25.3,3
1891,Sag,B,168.52,238.32,4.44,218,48.92,37.65,3.39,25.91,1
1892,Swell,C,275.8,390.03,3.96,47,35.42,31.28,3.38,35.54,2
1893,Sag,A,144.85,204.84,4.78,27,64.76,45.4,2.61,27.7,1
1894,Swell,B,270.74,382.89,2.62,17,87.94,47.51,3.66,29.64,2
1895,Swell,C,272.88,385.91,4.42,153,74.61,14.78,2.06,34.99,2
1896,Harmonics,C,225.43,318.81,7.56,130,65.61,36.25,1.86,33.75,4
1897,Harmonics,A,226.79,320.73,7.79,236,67.06,10.16,4.12,34.41,4
1898,Harmonics,A,239.71,339.0,4.68,137,66.66,37.24,1.17,34.88,4
1899,Normal,B,218.68,309.26,1.41,266,84.04,10.16,4.34,32.79,0
1900,Normal,B,233.15,329.72,1.84,187,31.8,37.46,4.02,24.42,0
1901,Sag,C,127.8,180.74,3.43,285,81.82,13.54,3.89,26.66,1
1902,Swell,B,264.1,373.49,3.06,186,44.16,33.74,1.64,39.61,2
1903,Normal,B,236.84,334.94,1.98,60,79.73,35.23,2.17,29.79,0
1904,Transient,A,232.04,434.95,2.94,51,44.9,30.0,1.56,27.75,3
1905,Harmonics,B,233.96,330.88,2.99,83,15.89,44.22,3.92,26.35,4
1906,Sag,B,153.78,217.48,2.8,99,12.99,8.67,2.93,28.12,1
1907,Swell,B,290.45,410.76,3.34,149,23.22,15.34,1.43,22.79,2
1908,Transient,B,218.95,373.23,1.26,81,57.48,47.6,2.56,21.3,3
1909,Sag,A,158.73,224.48,2.59,221,22.14,37.02,2.51,39.23,1
1910,Swell,A,264.59,374.19,3.19,212,40.83,5.98,2.44,37.79,2
1911,Transient,C,226.74,423.77,3.79,93,55.09,19.9,4.99,27.11,3
1912,Normal,C,230.56,326.05,1.13,234,64.42,26.58,4.74,24.81,0
1913,Sag,A,153.38,216.91,3.38,193,57.51,26.64,1.36,22.04,1
1914,Harmonics,B,230.42,325.86,7.63,126,94.71,38.27,3.16,38.65,4
1915,Sag,B,165.7,234.34,2.16,135,40.11,36.28,4.17,23.8,1
1916,Swell,C,292.31,413.39,3.64,69,52.14,45.78,4.72,37.91,2
1917,Normal,A,229.64,324.77,2.08,217,64.16,10.89,3.33,21.78,0
1918,Sag,A,143.52,202.96,3.18,106,40.18,21.59,3.7,30.58,1
1919,Sag,C,153.36,216.88,3.19,291,13.69,42.32,3.16,30.56,1
1920,Normal,C,224.12,316.96,2.07,12,80.56,40.14,4.71,39.8,0
1921,Normal,B,225.24,318.54,2.14,149,50.34,9.39,3.91,39.38,0
1922,Sag,A,141.84,200.59,2.73,152,38.89,16.94,3.61,31.18,1
1923,Swell,B,276.05,390.4,3.08,82,63.54,42.83,1.12,27.26,2
1924,Harmonics,C,232.32,328.55,11.7,34,73.53,11.59,4.14,24.9,4
1925,Normal,C,229.77,324.94,1.6,172,14.08,21.27,4.03,27.38,0
1926,Normal,B,235.72,333.36,2.19,100,95.56,9.9,1.13,32.16,0
1927,Sag,B,158.95,224.79,1.95,93,50.04,12.61,2.84,32.14,1
1928,Normal,B,226.65,320.53,3.06,147,53.97,42.02,2.11,30.45,0
1929,Harmonics,A,225.17,318.44,8.87,92,88.94,5.53,1.25,36.1,4
1930,Normal,A,236.04,333.81,2.12,290,15.53,46.35,1.32,38.28,0
1931,Swell,A,267.35,378.09,3.79,190,55.56,28.81,3.06,31.39,2
1932,Normal,A,236.77,334.84,2.09,89,44.3,31.55,4.48,24.3,0
1933,Swell,C,270.58,382.66,1.69,54,73.51,10.35,3.36,39.38,2
1934,Transient,A,232.26,415.75,3.89,211,91.54,21.19,1.25,32.01,3
1935,Swell,B,279.34,395.05,3.02,258,24.2,22.93,4.77,26.84,2
1936,Swell,A,290.86,411.34,3.93,204,58.27,18.01,2.41,26.86,2
1937,Normal,B,226.73,320.64,1.83,165,22.32,40.68,2.74,22.64,0
1938,Harmonics,A,232.77,329.18,10.4,62,63.91,13.12,2.92,33.16,4
1939,Transient,B,224.26,389.56,7.88,187,70.17,43.03,2.42,20.92,3
1940,Transient,A,225.24,418.59,5.33,190,39.73,37.62,3.45,22.4,3
1941,Transient,B,230.09,422.35,5.75,25,25.36,19.01,1.08,35.37,3
1942,Swell,A,265.39,375.32,3.22,253,97.47,37.28,4.34,20.26,2
1943,Sag,C,153.85,217.58,0.92,138,41.54,49.75,3.26,36.49,1
1944,Transient,B,231.43,383.11,3.78,87,52.04,22.65,3.9,38.19,3
1945,Normal,C,225.3,318.63,2.15,212,79.52,48.72,4.77,25.32,0
1946,Sag,B,138.14,195.37,2.95,211,24.52,35.21,4.24,38.16,1
1947,Normal,A,232.9,329.37,1.94,69,68.62,41.69,2.07,30.27,0
1948,Transient,C,228.95,385.63,7.75,122,74.28,14.8,1.71,27.17,3
1949,Harmonics,A,236.93,335.07,7.88,35,92.79,24.38,1.81,31.11,4
1950,Normal,B,233.43,330.13,2.46,294,10.86,48.49,2.37,39.81,0
1951,Swell,A,248.39,351.28,3.08,193,66.62,15.25,2.87,36.18,2
1952,Harmonics,B,239.1,338.13,11.4,31,59.29,47.42,1.67,25.85,4
1953,Harmonics,B,232.84,329.28,7.22,294,36.86,28.14,2.63,20.9,4
1954,Normal,B,225.23,318.52,1.97,100,62.07,15.69,2.05,29.82,0
1955,Harmonics,B,233.49,330.21,12.25,116,24.68,20.01,4.66,35.51,4
1956,Normal,C,236.8,334.88,1.49,123,23.36,35.59,1.42,37.44,0
1957,Transient,C,231.01,418.07,7.24,171,40.32,22.9,4.64,39.12,3
1958,Normal,C,233.96,330.87,1.37,278,64.88,46.44,1.43,24.22,0
1959,Normal,C,229.29,324.27,2.31,65,16.41,43.34,4.1,25.27,0
1960,Normal,C,216.61,306.34,1.72,200,45.6,43.42,4.02,30.34,0
1961,Sag,C,154.75,218.85,2.52,138,70.75,39.5,3.84,34.74,1
1962,Swell,A,270.28,382.24,2.21,20,61.79,22.74,2.23,28.14,2
1963,Normal,B,237.29,335.58,2.05,205,43.15,44.82,4.02,26.46,0
1964,Transient,B,232.17,393.13,3.91,272,29.64,7.23,2.97,29.37,3
1965,Normal,C,228.33,322.91,1.67,124,23.4,36.47,2.47,29.04,0
1966,Normal,B,228.75,323.49,1.35,289,51.57,11.69,3.9,23.74,0
1967,Swell,C,242.37,342.76,2.27,117,18.08,22.73,3.39,27.35,2
1968,Swell,C,287.18,406.13,3.84,290,31.36,13.53,3.44,31.9,2
1969,Harmonics,C,230.06,325.35,9.7,42,34.5,20.39,4.72,31.57,4
1970,Swell,A,262.05,370.59,4.17,238,57.32,45.02,2.32,21.24,2
1971,Swell,B,267.66,378.53,3.13,148,70.69,46.93,4.34,31.57,2
1972,Swell,A,270.68,382.81,5.36,69,13.23,26.73,4.44,29.85,2
1973,Sag,B,155.91,220.49,2.4,85,96.09,49.72,4.66,21.7,1
1974,Transient,A,232.4,409.21,3.94,102,60.15,35.8,1.55,24.9,3
1975,Sag,B,154.01,217.8,4.51,222,70.08,34.24,4.6,36.62,1
1976,Transient,C,232.56,368.31,7.14,182,70.99,19.77,2.87,33.63,3
1977,Transient,A,229.03,425.57,2.92,174,97.4,30.83,1.51,27.06,3
1978,Normal,A,227.02,321.05,1.73,188,11.46,8.44,3.32,22.76,0
1979,Harmonics,B,230.19,325.54,14.43,177,77.55,13.69,1.13,37.05,4
1980,Sag,B,135.53,191.67,3.03,203,18.58,24.08,4.66,34.48,1
1981,Normal,A,226.89,320.88,2.07,178,10.08,49.1,2.63,30.35,0
1982,Sag,B,142.35,201.31,4.21,241,80.92,37.9,1.95,28.72,1
1983,Normal,B,232.17,328.34,2.16,183,37.84,37.7,2.22,21.06,0
1984,Harmonics,B,228.87,323.67,15.43,156,11.59,25.06,4.63,26.11,4
1985,Harmonics,A,231.72,327.7,15.12,204,38.42,40.09,3.68,34.63,4
1986,Harmonics,C,227.29,321.44,13.34,86,61.22,14.12,2.17,33.87,4
1987,Normal,B,236.97,335.12,2.9,223,48.67,41.82,4.18,34.64,0
1988,Swell,B,263.64,372.84,4.29,228,13.42,14.38,2.14,22.26,2
1989,Normal,C,228.21,322.74,2.13,168,24.8,37.88,4.89,29.39,0
1990,Harmonics,B,223.66,316.31,12.25,156,21.66,10.02,2.84,33.18,4
1991,Swell,A,277.83,392.92,3.39,230,74.93,29.77,4.14,25.65,2
1992,Sag,A,147.32,208.34,4.07,86,11.76,15.26,1.1,26.91,1
1993,Swell,A,276.0,390.32,4.95,222,45.99,14.42,3.72,27.29,2
1994,Normal,B,224.41,317.37,1.66,167,12.29,36.05,2.06,21.33,0
1995,Transient,C,233.54,394.96,4.64,40,11.86,9.36,2.16,33.19,3
1996,Swell,C,265.02,374.8,3.31,39,50.21,48.03,3.89,36.57,2
1997,Sag,A,145.6,205.9,2.19,244,37.52,23.38,2.21,21.6,1
1998,Harmonics,B,222.11,314.11,9.5,51,67.85,11.99,2.66,32.58,4
1999,Swell,A,281.24,397.74,4.71,44,41.15,6.93,3.88,39.05,2
2000,Normal,B,226.53,320.36,2.01,170,59.68,7.1,4.9,36.57,0
2001,Transient,A,230.32,388.98,4.44,295,17.36,35.09,1.06,32.6,3
2002,Normal,C,225.64,319.11,1.43,228,88.33,23.89,3.62,30.08,0
2003,Sag,B,154.94,219.13,4.71,59,87.32,26.06,1.85,38.69,1
2004,Normal,B,230.53,326.02,1.57,294,33.13,18.82,3.39,23.44,0
2005,Transient,C,232.46,421.9,3.06,154,44.96,48.2,4.07,24.16,3
2006,Swell,C,273.01,386.09,3.03,186,79.08,27.73,4.42,35.02,2
2007,Normal,A,233.08,329.62,2.53,292,33.06,7.67,2.35,29.2,0
2008,Swell,C,260.03,367.74,3.86,22,24.02,10.76,1.05,32.6,2
2009,Transient,B,231.01,415.39,6.24,97,62.08,33.61,1.54,29.47,3
2010,Swell,A,279.71,395.57,5.25,144,15.26,14.81,4.85,30.69,2
2011,Harmonics,C,234.79,332.04,7.79,68,38.08,46.47,3.15,33.92,4
2012,Transient,B,234.53,422.17,3.31,247,43.71,34.44,1.65,21.27,3
2013,Swell,B,281.83,398.57,1.96,77,17.53,41.2,2.78,35.3,2
2014,Normal,B,232.83,329.27,1.76,169,96.65,30.71,1.34,31.95,0
2015,Transient,A,227.46,373.18,2.48,286,94.67,38.77,1.0,35.31,3
2016,Sag,A,163.16,230.74,2.73,294,51.83,42.93,2.08,35.3,1
2017,Normal,C,226.11,319.77,1.64,32,49.78,13.65,2.8,23.14,0
2018,Transient,B,232.2,425.94,5.65,286,26.66,15.14,3.65,29.38,3
2019,Sag,A,157.9,223.3,3.43,62,38.41,46.41,4.88,25.7,1
2020,Sag,C,151.1,213.69,1.38,150,49.26,24.5,4.62,31.52,1
2021,Swell,A,276.64,391.23,2.03,220,73.25,49.76,3.64,35.88,2
2022,Sag,A,144.04,203.7,3.93,129,50.84,44.7,1.59,30.17,1
2023,Sag,C,153.88,217.62,2.21,109,76.98,43.69,1.86,28.1,1
2024,Transient,A,225.67,401.66,6.74,71,53.97,41.25,2.71,39.99,3
2025,Harmonics,A,218.72,309.32,5.84,103,16.39,19.93,2.84,39.11,4
2026,Normal,A,227.28,321.43,2.27,115,61.83,5.21,1.17,39.6,0
2027,Normal,C,235.31,332.78,1.01,217,98.77,17.68,2.26,38.06,0
2028,Normal,B,227.4,321.59,3.21,197,71.04,25.85,2.75,37.11,0
2029,Sag,C,149.69,211.69,-0.25,202,99.48,10.0,3.36,33.63,1
2030,Transient,C,240.56,412.42,6.81,61,43.64,11.25,4.52,34.99,3
2031,Harmonics,A,230.5,325.98,16.53,97,39.67,11.16,3.9,23.2,4
2032,Harmonics,A,243.21,343.94,10.19,104,74.46,34.53,4.39,25.91,4
2033,Transient,C,232.59,413.08,5.89,101,15.44,26.0,4.98,25.98,3
2034,Harmonics,A,225.76,319.27,12.0,198,11.04,36.46,2.12,26.68,4
